Word	[ (Document1, Count1), ... ]
diameter	(22, 2) 
diao	(23, 1) 
diapause	(26, 1) 
diaries	(2, 1) 
diary	(17, 1) 
diatomic	(17, 1) 
dice	(17, 2) 
dicta	(6, 1) 
dictated	(2, 2) (21, 1) 
dictating	(8, 1) 
dictator	(21, 1) (2, 1) 
dictatorship	(2, 4) (10, 1) (17, 1) (19, 1) 
dictatorshipdictatorshipat	(2, 1) 
dictionary	(18, 1) 
did	(18, 1) (2, 14) (19, 6) (30, 2) (21, 25) (22, 1) (8, 3) (27, 1) (25, 2) (26, 1) (28, 2) (7, 5) (17, 11) (23, 4) (20, 2) (10, 3) (24, 5) (5, 3) 
diddenuewen	(20, 1) 
didnt	(24, 1) 
die	(1, 1) (19, 1) (2, 1) (26, 2) (20, 1) (17, 2) 
died	(17, 4) (2, 8) (21, 18) (27, 1) (5, 1) (23, 6) (10, 1) 
diego	(12, 1) (13, 1) 
dien	(10, 2) 
dieppe	(22, 5) 
diesel	(22, 1) 
diesel-electric	(13, 1) (12, 1) 
diesin	(26, 1) 
diet	(26, 1) (2, 1) (17, 1) 
dietrich	(2, 3) 
differ	(24, 1) (26, 1) 
difference	(26, 1) (24, 1) (29, 1) (12, 1) (13, 1) (23, 1) 
differences	(26, 2) (21, 2) (13, 1) (12, 1) 
different	(12, 2) (26, 6) (23, 2) (24, 9) (17, 2) (10, 2) (22, 1) (8, 1) (13, 2) (14, 1) (9, 1) (4, 1) (3, 1) (21, 3) (20, 2) (27, 7) 
differential	(17, 1) 
differentiated	(27, 1) 
differentiation	(26, 1) 
differently	(24, 1) 
differing	(12, 1) (13, 1) 
differs	(5, 1) 
difficult	(5, 2) (24, 3) (26, 1) (30, 3) (17, 3) (28, 2) (23, 1) (27, 2) (22, 1) (10, 1) (13, 1) (8, 1) (29, 1) (9, 1) (12, 1) 
difficulties	(12, 1) (30, 1) (27, 1) (13, 1) 
difficulty	(22, 1) (24, 1) (27, 1) (15, 1) 
diffused	(5, 1) 
diffusion	(17, 1) 
dig	(1, 1) (30, 1) (26, 1) 
digger	(26, 1) 
digging	(26, 1) (24, 1) 
digital	(17, 3) (9, 2) (21, 2) 
digitized	(21, 1) (17, 1) 
diht	(22, 1) 
dilation	(17, 1) 
dilemma	(24, 2) (19, 1) 
dili	(10, 2) 
dilution	(21, 1) 
dimensions	(17, 1) 
diminished	(21, 1) 
dinergates	(26, 3) 
dinfanterie	(30, 1) 
dingson	(10, 4) 
dinner	(17, 1) 
dinoponera	(26, 1) 
diocese	(20, 1) 
dioceses	(20, 1) 
dionysius	(24, 1) 
dioxide	(26, 1) 
diploid	(26, 4) 
diploma	(17, 3) 
diplomacy	(13, 2) (1, 1) (12, 2) (21, 1) (19, 2) 
diplomacyas	(13, 1) (12, 1) 
diplomacyus	(21, 1) 
diplomat	(17, 1) 
diplomatic	(21, 2) (19, 2) (10, 1) (2, 4) (23, 1) (25, 3) (12, 1) (13, 1) 
diplomats	(23, 2) (21, 3) 
dire	(23, 1) (2, 2) (27, 1) 
direct	(27, 2) (23, 1) (17, 3) (26, 2) (19, 1) (2, 1) (7, 3) (9, 2) 
directed	(26, 1) (23, 1) (27, 1) (22, 3) (7, 1) (25, 1) (8, 1) (2, 2) 
directed-energy	(27, 1) 
directing	(9, 2) 
direction	(27, 4) (13, 1) (23, 1) (26, 1) (17, 1) (6, 2) (22, 1) (12, 1) 
directional	(22, 1) 
directions	(26, 1) (21, 2) 
directionthese	(26, 1) 
directives	(2, 1) 
directly	(2, 1) (26, 1) (21, 4) (13, 1) (27, 1) (5, 2) (22, 6) (20, 4) (10, 4) (12, 1) (8, 2) (19, 1) (24, 1) (30, 1) (6, 2) 
director	(2, 1) (22, 1) (27, 4) (28, 1) (17, 2) 
directorship	(17, 1) 
directory	(20, 1) 
dirigible	(7, 1) 
disabilities	(2, 2) 
disable	(30, 1) 
disabled	(28, 1) (2, 1) (10, 1) 
disadvantage	(13, 2) (20, 1) (12, 2) (29, 1) 
disadvantaged	(8, 1) 
disadvantages	(8, 1) (30, 1) (12, 1) (13, 1) 
disaffected	(19, 1) 
disagree	(21, 1) 
disagreed	(2, 1) 
disagrees	(2, 1) 
disallow	(21, 2) 
disappeared	(21, 1) (27, 1) (30, 1) 
disappointed	(10, 1) 
disappointing	(27, 1) 
disappointment	(2, 1) 
disarmament	(2, 1) 
disarmed	(19, 1) 
disarray	(30, 1) 
disaster	(23, 1) (22, 2) (27, 2) (10, 1) (12, 2) (13, 2) 
disasters	(23, 1) (15, 1) 
disastrous	(23, 1) (1, 1) (10, 1) (22, 1) 
disastrously	(2, 1) 
disavowed	(17, 1) 
disband	(24, 1) 
disbanded	(22, 1) (27, 2) (10, 1) (20, 1) 
disbanding	(2, 1) 
discarded	(17, 1) 
discarding	(30, 1) 
discharge	(22, 1) 
discharged	(21, 1) (16, 1) (2, 1) 
dischargedthe	(24, 1) 
discharger	(29, 1) 
disciple	(17, 1) 
disciples	(23, 1) 
disciplinary	(20, 1) 
discipline	(2, 1) (22, 1) (24, 1) 
disconnected	(2, 1) 
discontent	(23, 1) (19, 1) (25, 1) 
discontinue	(9, 1) 
discounted	(17, 1) 
discouraged	(2, 1) 
discover	(17, 1) 
discovered	(17, 7) (2, 1) (23, 1) (26, 2) (22, 1) (3, 1) 
discovery	(17, 4) 
discredited	(19, 1) 
discretion	(21, 1) 
discriminating	(26, 2) 
discriminationpersonal	(17, 1) 
discuss	(17, 1) 
discussed	(23, 1) (13, 1) (5, 1) (12, 1) 
discusses	(1, 1) 
discussing	(17, 2) (18, 1) 
discussion	(23, 1) (22, 1) 
discussions	(22, 1) (2, 1) 
disease	(2, 3) (17, 2) (23, 2) (26, 1) (21, 6) 
diseaselegacyhitlers	(2, 1) 
diseases	(21, 1) 
disease—and	(21, 1) 
disembarkation	(22, 3) 
disembarked	(22, 1) 
disembarking	(5, 1) 
disenfranchisement	(21, 1) 
disengage	(8, 1) 
disentangled	(20, 1) 
disfavour	(2, 1) 
disguised	(21, 1) 
dish	(26, 2) 
disillusionment	(23, 1) 
disinformation	(2, 1) 
disk	(9, 1) 
disliked	(19, 1) 
dismantled	(10, 1) 
dismantling	(23, 1) 
dismaylife	(17, 1) 
dismiss	(2, 1) 
dismissal	(20, 1) 
dismissed	(8, 1) (21, 2) 
dismissing	(2, 1) 
disney	(8, 1) 
disobey	(23, 1) 
disobeyed	(2, 1) 
disorder	(2, 1) (23, 1) 
disorganized	(10, 1) (19, 1) 
disoriented	(24, 1) 
disparate	(22, 1) 
disparity	(8, 1) 
dispatch	(2, 2) 
dispatched	(19, 1) (8, 2) (22, 1) (24, 1) 
dispersal	(26, 5) 
disperse	(26, 1) (10, 1) (22, 1) 
dispersed	(2, 1) (10, 1) (8, 1) 
disperses	(26, 1) 
displaced	(26, 1) (22, 1) (24, 1) 
displacement	(13, 6) (6, 1) (22, 1) (2, 1) (12, 6) 
displacements	(12, 2) (13, 2) (23, 1) 
displaces	(13, 1) (12, 1) 
displacing	(12, 2) (13, 2) 
display	(24, 1) 
displayed	(20, 1) (17, 2) (27, 2) 
displays	(27, 1) 
displeased	(17, 1) 
displeasure	(2, 1) 
disposable	(30, 1) (14, 1) 
disposal	(23, 1) (26, 1) (22, 1) 
disposition?	(17, 1) 
dispositions	(20, 1) 
disproportionately	(21, 1) (26, 1) 
dispute	(20, 1) (21, 2) (2, 3) 
disputed	(24, 1) (8, 1) 
disputedold	(17, 1) 
disputes	(17, 1) (21, 1) 
disrupt	(15, 1) (10, 1) 
disrupting	(10, 1) (29, 1) 
disruptive	(2, 1) 
dissatisfaction	(21, 1) 
dissension	(23, 1) 
dissertation	(17, 2) 
dissipates	(26, 1) 
dissolution	(21, 1) (8, 1) 
dissolve	(2, 2) 
dissolved	(21, 1) (25, 1) 
dissuade	(8, 1) 
distance	(17, 2) (10, 2) (26, 2) (13, 1) (12, 1) (28, 1) (27, 3) (6, 1) 
distances	(13, 1) (26, 2) (24, 1) (15, 3) (12, 1) 
distant	(17, 2) (24, 1) 
distantly	(26, 1) 
distantsee	(9, 1) 
distended	(26, 1) 
distinct	(26, 4) (12, 1) (7, 1) (13, 1) (19, 1) (15, 1) 
distinction	(10, 1) (20, 1) (17, 1) 
distinctive	(17, 1) (26, 1) (2, 1) (10, 1) 
distinctly	(5, 1) 
distinguish	(9, 1) 
distinguished	(17, 1) 
distinguishing	(26, 1) 
distorting	(1, 1) 
distorts	(21, 1) 
distract	(22, 1) 
distracted	(21, 1) 
distress	(21, 1) (10, 1) (2, 1) 
distributed	(26, 1) (20, 1) 
distributing	(2, 1) (15, 1) 
distribution	(17, 3) (26, 3) 
district	(2, 1) (20, 5) (21, 6) (17, 2) (10, 1) 
districts	(20, 6) (2, 1) (23, 1) 
districtsgermany	(2, 1) 
distrust	(2, 2) (23, 1) (19, 1) 
distrustful	(19, 1) (2, 1) 
disturb	(17, 1) 
disturbances	(23, 3) 
disturbancesdeath	(23, 1) 
disturbed	(3, 1) 
disturbing	(17, 1) 
disunion	(21, 3) 
disunity	(2, 1) 
disusetethered	(27, 1) 
ditch	(27, 1) 
dithered	(21, 1) 
diurnal	(26, 1) 
dive	(27, 3) 
divergent	(22, 1) 
diversa	(26, 1) 
diverse	(12, 1) (13, 1) 
diversification	(27, 1) 
diversified	(26, 2) 
diversity	(26, 1) 
diversityants	(26, 1) 
divert	(2, 1) 
diverted	(2, 1) 
diverting	(8, 1) 
divest	(21, 1) 
divide	(21, 1) (20, 1) (26, 1) 
divideconquest	(21, 1) 
divided	(21, 3) (26, 2) (10, 1) (18, 1) (7, 2) (25, 2) (27, 2) (20, 3) (13, 1) (12, 1) (19, 1) (17, 1) (24, 1) 
divides	(24, 1) 
dividing	(5, 1) 
divina	(19, 1) 
divine	(25, 1) 
division	(25, 1) (19, 6) (26, 1) (21, 3) (7, 1) (10, 43) (5, 23) (24, 1) (20, 1) (27, 1) (22, 7) (30, 1) 
division-sized	(5, 1) (10, 1) 
division-strength	(5, 1) 
division15th	(5, 1) 
division1st	(5, 1) 
divisional	(30, 1) 
divisional-sized	(10, 1) 
divisionroyal	(5, 1) 
divisions	(5, 2) (7, 1) (19, 1) (21, 2) (10, 22) (30, 1) (22, 3) (27, 2) 
divisionsoperation	(10, 1) 
divisionssenator	(21, 1) 
divisionsthe	(10, 2) 
divisionthe	(10, 1) 
divorce	(17, 2) 
dixie	(21, 1) 
dj	(26, 1) 
dm	(26, 1) (27, 1) 
dmitriy	(9, 1) 
dms	(27, 1) 
dniester	(19, 1) 
dnvp	(2, 2) 
dnvpday	(2, 1) 
do	(2, 1) (19, 1) (21, 4) (8, 1) (15, 1) (23, 3) (27, 3) (29, 1) (6, 2) (26, 9) (17, 6) (22, 2) (16, 2) (24, 2) (10, 1) (13, 4) (12, 4) (20, 1) 
dock	(12, 7) (22, 2) (13, 7) 
docks	(13, 2) (12, 2) 
docksa	(12, 1) (13, 1) 
dockside	(22, 1) 
dockyard	(25, 1) 
doctor	(17, 1) 
doctoral	(17, 1) 
doctorow	(21, 1) 
doctors	(21, 1) (2, 1) 
doctrinal	(10, 1) 
doctrine	(10, 1) (21, 6) (17, 1) (22, 2) (5, 1) (30, 2) 
doctrinecommand	(8, 1) 
doctrineduring	(22, 1) 
doctrinereferencesexternal	(28, 1) 
doctrines	(21, 2) (27, 1) 
document	(21, 1) (17, 1) (22, 2) 
documentary	(8, 1) (2, 1) 
documentarythe	(23, 1) 
documented	(26, 1) (24, 2) 
documents	(21, 1) (27, 1) (17, 3) 
dodge	(30, 1) 
does	(17, 3) (21, 1) (9, 1) (27, 1) (6, 1) (8, 1) (13, 2) (12, 2) 
dog	(2, 1) 
dogfight	(6, 1) (4, 1) 
dogfighting	(4, 1) (6, 2) 
dogfights	(8, 1) 
dogger	(25, 1) 
doi101080/0954654520161243613	(19, 1) 
doi103138/chr/872223	(19, 1) 
doing	(21, 2) (24, 1) (17, 1) (22, 1) (28, 1) 
dokdo-class	(12, 1) (13, 1) 
doktor	(2, 1) 
dolchstoßlegende	(2, 1) 
dolichoderinae	(26, 1) 
dolichoderines	(26, 1) 
dolichodial	(26, 1) 
domain	(17, 1) 
domatia	(26, 2) 
dome	(9, 1) 
domestic	(2, 1) 
domestically	(13, 1) (12, 1) 
dominance	(25, 1) (26, 2) (8, 2) (2, 1) 
dominancethe	(25, 1) 
dominant	(25, 2) (21, 1) (24, 1) (1, 2) (27, 2) (26, 3) 
dominantthe	(8, 1) 
dominate	(24, 1) 
dominated	(8, 1) (21, 1) (2, 5) 
dominating	(24, 1) 
dominatingthe	(20, 1) 
domination	(19, 2) (22, 1) (24, 1) 
domingo	(21, 1) 
dominican	(26, 1) 
dominion	(24, 1) 
dominions	(2, 1) 
don	(21, 2) 
donald	(5, 1) 
donated	(8, 1) 
done	(8, 1) (5, 2) (17, 3) (10, 1) (21, 1) (23, 1) (27, 1) 
donelson	(21, 1) 
donetsk-class	(19, 1) 
dong	(23, 1) 
donkeys	(24, 1) 
donned	(24, 1) 
dont	(21, 1) (2, 1) 
doolittle	(5, 1) (8, 1) (12, 1) (13, 1) 
door	(30, 1) 
doors	(17, 1) (14, 1) 
doorsin	(22, 1) 
dooryard	(21, 1) 
doppler	(6, 1) 
doran	(10, 1) 
dormancy	(26, 1) 
dormitory	(2, 1) 
dorns	(21, 1) 
dorsal	(26, 1) 
dorsay	(19, 1) 
dossier	(17, 1) (2, 1) 
dot	(27, 1) 
dots	(26, 1) 
double	(19, 1) 
double-diagonal	(22, 1) 
double-duty	(28, 1) 
double-ended	(22, 1) 
doubled	(21, 1) (9, 1) 
doubs	(20, 1) 
doubt	(17, 3) (19, 1) 
doubts	(17, 1) (10, 1) 
douglas	(9, 2) (22, 1) (8, 1) (21, 2) 
douglass	(21, 2) 
douhet	(8, 2) 
douhets	(8, 2) 
doused	(2, 1) 
dove	(10, 1) 
dover	(25, 2) 
doves	(26, 1) 
down	(26, 1) (25, 1) (22, 5) (24, 5) (13, 2) (28, 2) (10, 4) (5, 1) (15, 3) (2, 1) (23, 2) (8, 12) (17, 3) (6, 4) (14, 2) (12, 2) (19, 1) (27, 21) (21, 8) (4, 1) 
downed	(4, 1) (27, 1) 
downer	(20, 1) 
downfall	(24, 2) 
downing	(19, 1) 
download	(15, 1) (5, 1) (21, 1) 
downloadjapanese	(27, 1) 
downplayed	(20, 1) (21, 1) 
downs	(21, 1) (25, 2) 
downside	(29, 1) 
downthe	(5, 1) 
downvideo	(21, 1) 
downwards	(13, 1) (12, 1) 
doyle	(21, 2) 
dozen	(26, 1) (27, 1) (28, 1) 
dozens	(19, 1) (24, 1) 
doïl	(20, 1) 
dracula	(10, 1) 
draft	(21, 9) (22, 2) (17, 2) 
drafted	(21, 2) (2, 1) (20, 2) (22, 2) 
draftees	(20, 1) 
drag	(6, 1) 
dragged	(21, 2) (8, 1) 
dragon	(14, 1) 
dragoon	(10, 3) 
drake	(25, 1) 
drama	(24, 1) 
dramatically	(24, 1) (12, 1) (18, 1) (21, 1) (4, 1) (13, 1) 
dramatised	(2, 1) 
drang	(5, 1) 
drangalgerian	(5, 1) 
drank	(2, 1) 
drastically	(29, 1) 
draught	(22, 1) 
draw	(17, 1) (24, 1) (21, 2) 
drawbacks	(12, 1) (13, 1) 
drawing	(17, 1) (5, 1) (22, 2) (27, 1) (2, 1) (25, 1) 
drawings	(22, 1) (27, 1) 
drawn	(10, 3) (30, 1) (17, 3) (22, 1) (2, 1) (24, 2) (19, 1) 
draža	(15, 1) 
drdo	(9, 4) 
dreaded	(24, 1) 
dream	(17, 1) 
dreamlike	(2, 1) 
dreary	(17, 1) 
dred	(21, 2) 
dresden	(8, 1) 
dressed	(19, 1) 
drew	(21, 1) (22, 1) 
drewseni	(26, 1) 
drexler	(2, 3) 
dreyfus	(20, 1) 
drift	(17, 1) 
drifting	(22, 1) 
drilling	(27, 1) 
drink	(2, 1) (26, 1) 
drinking	(26, 1) (2, 1) 
drive	(25, 1) (30, 1) (21, 2) 
driven	(21, 3) (25, 1) (20, 1) (13, 2) (17, 1) (12, 2) (2, 1) (10, 1) (30, 1) (19, 1) 
driver	(26, 1) (27, 1) 
driving	(21, 1) (8, 1) (5, 1) (28, 1) (26, 1) (19, 1) 
drone	(26, 1) 
drones	(26, 3) (27, 10) 
drop	(26, 1) (22, 1) (14, 3) (5, 3) (7, 1) (17, 1) (15, 2) (10, 22) (3, 1) 
dropa	(10, 1) 
dropped	(10, 23) (2, 1) (7, 1) (14, 2) (5, 1) (21, 2) (3, 5) (19, 1) (4, 1) 
dropping	(27, 1) (14, 1) (10, 3) 
droppings	(26, 1) 
drops	(10, 3) (14, 2) (15, 1) (18, 1) 
drove	(22, 1) (2, 1) (21, 1) 
drowning15741	(21, 1) 
drum	(9, 1) 
drummond	(17, 1) 
dry	(26, 2) (10, 1) 
dräichland	(20, 1) 
dshv	(10, 1) 
dsp	(2, 1) 
du	(17, 2) (23, 1) 
dual	(27, 3) (29, 1) 
dual-band	(29, 1) 
dual-purpose	(27, 1) 
dual-role	(27, 2) 
duality	(17, 2) 
dualityalthough	(17, 1) 
dubbed	(13, 1) (22, 1) (2, 3) (12, 1) (8, 1) 
dublin	(19, 1) 
duclout	(17, 1) 
duds	(27, 1) 
due	(27, 3) (19, 2) (12, 6) (26, 2) (23, 8) (25, 1) (9, 1) (13, 6) (20, 2) (22, 2) (18, 2) (17, 2) (10, 1) (21, 5) (15, 1) (16, 1) (8, 4) (29, 2) (24, 6) 
dufours	(26, 1) 
dugout	(2, 1) 
duke	(23, 1) 
dukhovskaya	(19, 1) 
duly	(17, 2) 
dumb	(3, 1) 
dun	(20, 1) 
dundee	(19, 1) 
dungeness	(22, 1) (25, 1) 
dunhuang	(23, 1) 
dunkirk	(25, 1) (2, 1) (22, 3) 
dunne	(24, 1) 
dunning	(12, 2) (13, 2) 
dunsterforce	(19, 3) 
dunsterville	(19, 2) 
duplication	(26, 1) 
durability	(21, 1) (8, 1) 
durable	(18, 1) (14, 1) 
duration	(19, 1) (27, 1) (21, 1) 
durham	(21, 1) 
during	(21, 27) (19, 10) (14, 4) (13, 10) (5, 13) (6, 3) (22, 33) (23, 10) (3, 5) (12, 10) (24, 23) (25, 7) (4, 4) (2, 20) (9, 4) (7, 12) (27, 35) (18, 2) (20, 4) (29, 4) (28, 8) (17, 10) (30, 7) (10, 35) (8, 20) (26, 1) (11, 3) (16, 1) (15, 13) 
duroia	(26, 2) 
dushak	(19, 2) 
dust	(29, 1) 
duster	(24, 1) 
dutch	(14, 1) (26, 2) (2, 2) (25, 89) (15, 1) (27, 1) (28, 1) (10, 11) 
dutch-based	(25, 1) 
dutchthe	(25, 1) 
duties	(2, 1) (21, 2) (26, 1) (10, 1) (19, 1) (17, 1) (16, 1) 
dutiesvietnam	(5, 1) 
duty	(16, 4) (24, 2) (17, 1) 
dvina	(19, 7) 
dvinasa-2	(8, 1) 
dwellings	(26, 1) 
dwight	(5, 1) (10, 1) 
dwindle	(19, 1) 
dwindled	(21, 1) (10, 1) 
dyers	(19, 1) 
dying	(23, 2) 
dynamic	(5, 1) (17, 3) 
dynamical	(17, 1) 
dynamics	(25, 1) 
dynamo	(22, 1) 
dynastic	(23, 1) (24, 1) 
dynasties	(24, 3) (23, 6) 
dynasty	(23, 43) (25, 1) (24, 3) 
dynastyrevolt	(23, 1) 
dynastys	(23, 3) 
défense	(27, 1) 
département	(20, 6) 
départements	(20, 3) 
détat	(22, 1) 
dönitz	(2, 1) 
dù	(23, 1) 
düsseldorf	(2, 1) 
d’hélicoptères	(5, 1) 
e	(17, 4) (19, 1) (9, 1) (26, 3) (10, 4) (4, 1) (21, 10) 
e-2	(16, 2) (9, 5) 
e-2c	(13, 1) (12, 1) 
e-2d	(12, 1) (13, 1) (9, 1) 
e-3	(9, 7) (16, 2) 
e-3ds	(9, 1) 
e-4	(16, 1) 
e-4coast	(16, 1) 
e-767	(9, 3) 
e-801m	(9, 1) 
each	(13, 11) (5, 3) (22, 5) (19, 1) (17, 9) (12, 11) (21, 11) (26, 6) (10, 6) (24, 9) (14, 1) (4, 1) (2, 2) (20, 5) (27, 4) 
each—the	(13, 1) (12, 1) 
eagerly	(19, 1) 
eagle	(16, 1) (20, 1) 
eagles	(5, 1) (27, 1) (10, 3) (15, 1) 
eardrums	(2, 1) 
earl	(21, 2) 
earlier	(21, 1) (2, 1) (24, 2) (9, 4) (29, 1) (22, 1) (17, 3) (10, 3) (30, 1) 
earliest	(2, 1) (21, 2) (24, 4) (29, 1) (27, 1) (15, 1) 
early	(29, 2) (2, 15) (22, 7) (19, 8) (9, 13) (30, 3) (12, 4) (6, 2) (24, 17) (21, 16) (13, 4) (26, 6) (20, 2) (27, 7) (16, 1) (7, 1) (4, 2) (8, 6) (10, 7) (17, 8) (1, 2) (25, 1) (23, 1) 
early-warning	(9, 1) 
earmarked	(10, 1) 
earn	(30, 1) (20, 1) 
earned	(20, 1) (10, 1) (2, 1) (21, 2) (16, 1) 
earnest	(12, 1) (13, 1) (21, 1) 
earning	(21, 1) 
earone	(22, 1) 
earth	(26, 1) (2, 2) (17, 1) 
earthquake	(15, 1) 
earths	(26, 1) 
ease	(26, 1) (25, 1) 
easier	(21, 1) (29, 1) (12, 1) (26, 1) (27, 1) (13, 1) 
easiest	(2, 1) 
easily	(21, 1) (22, 1) (24, 3) (30, 2) (27, 2) (26, 1) 
east	(22, 4) (23, 4) (25, 5) (20, 2) (19, 3) (21, 6) (10, 6) (2, 7) (5, 2) (13, 1) (12, 1) (8, 1) (24, 10) 
east-west	(19, 1) 
eastaa	(27, 1) 
eastern	(24, 9) (15, 1) (17, 1) (23, 3) (22, 2) (2, 13) (20, 5) (10, 3) (21, 4) (19, 7) (8, 2) (7, 1) (4, 1) (1, 1) (11, 1) 
eastindiaduring	(24, 1) 
eastmesopotamiaegyptthroughout	(24, 1) 
eastward	(24, 1) 
easy	(27, 2) (22, 2) 
eat	(26, 2) 
eaten	(26, 3) 
eban	(17, 1) 
eben	(10, 1) 
eberle	(2, 1) 
ebr	(30, 1) 
ec-121	(9, 2) 
ec725	(12, 1) (13, 1) 
eccm	(27, 1) 
echelons	(30, 1) 
echidnas	(26, 1) 
echo	(21, 1) 
echoed	(17, 1) (8, 1) 
eciton	(26, 2) 
eckart	(2, 4) 
eclipse	(17, 2) 
ecological	(26, 4) 
ecology	(26, 1) 
ecologycommunicationants	(26, 1) 
economic	(26, 1) (21, 8) (13, 1) (22, 3) (25, 6) (23, 6) (24, 1) (20, 2) (8, 1) (19, 3) (2, 13) (12, 1) (4, 1) 
economical	(30, 1) 
economically	(21, 1) (23, 1) (2, 1) 
economics	(2, 1) 
economies	(21, 2) 
economy	(21, 7) (2, 5) (25, 1) 
ecosystema	(26, 1) 
ecosystems	(26, 2) 
ectoparasites	(26, 1) 
ectosymbiosis	(26, 1) 
ecuadorian	(10, 1) 
ecuadorian–peruvian	(10, 1) 
ed	(26, 2) (25, 2) (4, 1) (22, 1) (20, 4) (18, 1) (19, 2) (9, 1) 
edbury	(10, 1) 
eddington	(17, 1) 
eddingtons	(17, 2) 
edge	(24, 2) 
edgepreparation	(22, 1) 
edges	(26, 2) (24, 1) 
edible	(26, 1) 
edict	(24, 2) 
edicts	(24, 1) 
edirne	(3, 1) 
edition	(17, 2) 
editions	(10, 1) 
editor	(21, 1) (17, 1) 
editorial	(21, 1) 
editors	(17, 1) 
edmonds	(13, 1) (12, 1) 
edmund	(2, 1) (21, 1) 
eds	(20, 1) 
eduard	(20, 1) (17, 3) 
eduards	(17, 1) 
education	(17, 1) (20, 2) (2, 2) 
educationadolf	(2, 1) 
educational	(26, 1) (21, 1) 
educationalbert	(17, 1) 
educationeinstein	(17, 1) 
educationin	(17, 1) 
edvard	(2, 1) 
edward	(22, 3) (17, 1) 
edwards	(21, 1) 
edwin	(17, 1) (12, 1) (9, 1) (13, 1) 
edwyn	(19, 1) 
eemt	(26, 1) 
effect	(26, 1) (21, 4) (10, 2) (15, 1) (17, 16) (2, 2) (25, 1) (30, 1) (19, 1) (23, 2) (28, 1) (5, 2) 
effective	(5, 1) (25, 1) (21, 6) (24, 1) (29, 9) (26, 1) (12, 3) (2, 2) (6, 1) (23, 1) (30, 3) (27, 10) (20, 1) (13, 3) (8, 3) 
effectively	(8, 3) (2, 1) (25, 1) (24, 1) (21, 4) (12, 1) (10, 1) (13, 1) (23, 1) (27, 1) 
effectiveness	(27, 6) (12, 2) (4, 1) (8, 3) (24, 2) (10, 3) (30, 1) (19, 1) (13, 2) 
effectives	(10, 1) 
effectquantized	(17, 1) 
effects	(17, 1) (27, 1) (21, 1) (19, 1) (23, 1) (18, 1) 
efficiency	(24, 3) 
efficient	(24, 3) (12, 1) (17, 1) (21, 1) (13, 1) 
efficiently	(13, 1) (12, 1) (22, 1) 
effort	(22, 1) (13, 1) (27, 4) (25, 1) (10, 1) (11, 1) (2, 7) (24, 1) (8, 1) (15, 1) (26, 1) (4, 1) (12, 1) (28, 1) (19, 3) 
efforts	(19, 2) (10, 1) (13, 1) (27, 3) (2, 3) (8, 2) (9, 1) (12, 1) (20, 1) (21, 5) 
effortsby	(22, 1) 
eg	(19, 1) (26, 2) (27, 4) (24, 1) (13, 2) (20, 1) (4, 1) (14, 1) (12, 2) (9, 1) 
egg	(26, 4) 
egg-laying	(26, 1) 
eggs	(26, 10) 
eggthe	(6, 1) 
egret	(28, 1) 
egypt	(9, 1) (22, 1) (5, 1) (21, 1) (24, 17) (15, 1) (12, 4) (13, 4) (8, 5) 
egyptchariotsas	(24, 1) 
egyptian	(24, 16) (8, 11) (28, 3) (10, 2) (13, 2) (12, 2) (7, 2) 
egyptians	(24, 5) (22, 1) 
eh-101a	(9, 1) 
eidgenössische	(17, 1) 
eight	(17, 1) (22, 2) (24, 1) (8, 1) (21, 2) (5, 1) (19, 1) (27, 2) (12, 3) (26, 1) (13, 3) (10, 1) 
eight-year	(23, 1) 
eight-year-long	(23, 1) 
eight-year-old	(2, 1) 
eight]	(9, 1) 
eighteen	(23, 1) (22, 1) (13, 1) (12, 1) 
eighteen-foot	(27, 1) 
eighteenth	(25, 1) 
eighth	(10, 3) 
eighty	(25, 1) 
eighty-eight	(27, 1) 
eighty-five	(10, 1) 
eilat	(28, 1) 
eindecker	(8, 1) 
eine	(17, 1) 
einsatzgruppen—killing	(2, 1) 
einstein	(17, 176) 
einsteineinstein	(17, 2) 
einsteins	(17, 38) 
einsteinthe	(17, 1) 
einstein–de	(17, 2) 
einstein–rosen	(17, 2) 
eirenic	(17, 1) 
eisenhower	(10, 3) (5, 1) 
either	(5, 1) (28, 3) (23, 2) (29, 3) (9, 2) (19, 1) (7, 1) (17, 4) (24, 4) (21, 1) (2, 1) (27, 6) (13, 3) (20, 2) (12, 3) (22, 1) (26, 1) 
eject	(26, 1) 
ejected	(8, 1) 
ejecting	(19, 1) (14, 1) 
ejection	(27, 1) 
ejercitobrigada	(5, 1) 
ekster	(10, 1) 
el	(10, 1) (5, 1) (2, 1) (15, 1) (13, 1) (12, 1) 
el/m-2075	(9, 1) 
el/w-2085	(9, 1) 
el/w-2090	(9, 1) 
elaborate	(26, 1) 
elaborately	(24, 1) 
elaiosome-like	(26, 1) 
elaiosomes	(26, 1) 
elapsed	(21, 1) 
elbowed	(26, 2) 
elderly	(24, 1) 
eldest	(23, 1) 
elected	(10, 1) (17, 4) (21, 3) (2, 1) (20, 6) 
electing	(20, 1) 
election	(20, 5) (2, 7) (21, 7) 
elections	(21, 2) (2, 6) (20, 4) 
electionsas	(2, 1) 
electionstates	(21, 1) 
elections—in	(2, 1) 
elections—positions	(2, 1) 
electionthe	(21, 1) 
electoral	(21, 2) (20, 2) 
electorate	(2, 1) 
electric	(17, 2) 
electric-powered	(12, 1) (13, 1) 
